employee_id,name,department,position,salary,citizenship,date_of_hire,employment_status,performance_rating,education_level,project_involvement,benefits
815706,Dov Deporte,Operations,Social Media Specialist,"€41361,92",Irish,2/4/2024,Full-Time,2.5,High School,Implemented regular maintenance schedule,Paid time off
884944,Saidee McGowan,Operations,Bike Technician,"€45478,74",Stamp 4,9/8/2023,Part-Time,2.7,Bachelor's,Implemented regular maintenance schedule,Employee discounts
766770,Cathlene Renn,Operations,Marketing Manager,"€30378,31",Irish,12/27/2023,Part-Time,2.9,Master's,Social media takeover,Health insurance
982893,Annadiana Cranke,Operations,Marketing Manager,"€29296,46",Stamp 4,2/10/2024,Temporary,2.8,Master's,Implemented regular maintenance schedule,Gym membership
933111,Bennie Bruneton,Customer Service,Customer Support Agent,"€71258,31",Irish,9/22/2023,Temporary,2.5,High School,Social media takeover,Health insurance
779035,Sabra Kirwin,Customer Service,Maintenance Supervisor,"€37100,39",Stamp 4,4/18/2024,Contract,3.2,High School,Bike Maintenance,Employee discounts
982965,Mindy Pervew,Operations,Customer Support Agent,"€64281,09",Stamp 1,4/10/2024,Full-Time,2.1,Master's,Social media takeover,Employee discounts
806375,Zachary Shannahan,Marketing,Bike Technician,"€35118,98",Stamp 4,9/7/2023,Contract,4.6,Associate's,Social media takeover,Paid time off
904711,Cissiee Penn,Customer Service,Operations Manager,"€60814,20",Stamp 4,4/8/2024,Contract,4.5,Associate's,Implemented regular maintenance schedule,Gym membership
982700,Cathleen Ealden,Customer Service,Bike Technician,"€51331,58",Stamp 4,2/6/2024,Temporary,2.1,Bachelor's,Social Media Campaigns,Gym membership
765641,Allsun Bullivant,Customer Service,Maintenance Supervisor,"€30080,65",Stamp 4,4/19/2024,Full-Time,4.7,High School,Bike Maintenance,Paid time off
762902,Libbi Treeby,Customer Service,Customer Support Agent,"€29197,21",Irish,11/27/2023,Contract,2.6,Associate's,Marketing Campaigns,Flexible work hours
860577,Adrianna Crosser,Operations,Social Media Specialist,"€61928,53",Stamp 4,7/29/2023,Part-Time,2.1,Bachelor's,Marketing Campaigns,Flexible work hours
722940,Bil Dellenty,Customer Service,Customer Service Manager,"€34336,82",Irish,5/1/2024,Part-Time,4.1,High School,Social media takeover,Employee stock options
838174,Lorain Maun,Customer Service,Bike Technician,"€29279,50",Stamp 4,5/17/2023,Contract,3.1,High School,Customer Support,Employee stock options
966393,Nessa Boor,Customer Service,Maintenance Supervisor,"€33877,54",Irish,3/13/2024,Full-Time,3.3,Bachelor's,Customer Support,Health insurance
835080,Ginelle Gallatly,Customer Service,Marketing Manager,"€71699,03",Stamp 1,10/13/2023,Part-Time,3.7,High School,Implemented regular maintenance schedule,Employee discounts
977308,Gerry Scotson,Marketing,Operations Manager,"€53528,07",Irish,12/26/2023,Full-Time,2.4,High School,Social Media Campaigns,Paid time off
807290,Rycca O'Shiel,Customer Service,Customer Service Manager,"€29284,03",Stamp 1,7/10/2023,Contract,2.8,Associate's,Social media takeover,Gym membership
965687,Rebe Tinklin,Marketing,Social Media Specialist,"€49596,78",Irish,8/7/2023,Full-Time,2.9,Master's,Customer Support,Gym membership
865284,Helenka Mayzes,Customer Service,Bike Technician,"€48240,09",Stamp 1,11/9/2023,Full-Time,3.4,Master's,Bike Maintenance,Paid time off
921737,Janith Wigley,Marketing,Social Media Specialist,"€39824,39",Irish,2/16/2024,Part-Time,2.5,Associate's,Implemented regular maintenance schedule,Gym membership
736027,Sapphira Adamsen,Marketing,Marketing Manager,"€64671,83",Irish,7/24/2023,Full-Time,2.2,Bachelor's,Customer Support,Health insurance
947545,Rolando Dodamead,Operations,Bike Technician,"€48792,45",Stamp 4,4/24/2024,Full-Time,3.3,Master's,Marketing Campaigns,Gym membership
915767,Kathi Fellon,Operations,Operations Manager,"€33929,48",Stamp 4,5/16/2023,Temporary,4.3,Bachelor's,Customer Support,Gym membership
808271,Bret Lowen,Customer Service,Operations Manager,"€27500,85",Stamp 4,3/23/2024,Contract,4.6,Bachelor's,Implemented regular maintenance schedule,Employee discounts
781316,Idalina Kirkbride,Marketing,Customer Support Agent,"€29751,01",Stamp 1,6/18/2023,Temporary,4.7,Associate's,Social Media Campaigns,Employee stock options
949287,Eleanora Lucas,Marketing,Maintenance Supervisor,"€33195,56",Stamp 4,4/24/2024,Full-Time,2.9,Master's,Marketing Campaigns,Gym membership
913195,Rikki Heinrich,Marketing,Marketing Manager,"€74698,30",Stamp 1,6/9/2023,Contract,2.7,Master's,Social Media Campaigns,Employee discounts
798004,Pen Stickland,Customer Service,Marketing Manager,"€72577,42",Stamp 1,1/3/2024,Part-Time,4.5,Associate's,Bike Maintenance,Paid time off
748664,Zachery Lorrain,Operations,Marketing Manager,"€59691,93",Irish,7/13/2023,Temporary,4.1,Associate's,Social media takeover,Employee discounts
875037,Ferne George,Marketing,Social Media Specialist,"€44847,98",Stamp 1,10/25/2023,Contract,4.3,Master's,Social media takeover,Flexible work hours
898246,Dudley Coultass,Operations,Operations Manager,"€30767,10",Stamp 1,8/8/2023,Full-Time,3.5,Bachelor's,Bike Maintenance,Flexible work hours
880586,Sande Balmer,Operations,Maintenance Supervisor,"€62394,08",Irish,2/29/2024,Temporary,2.6,High School,Social media takeover,Health insurance
751436,Odelia Kwietek,Marketing,Customer Service Manager,"€44789,72",Stamp 1,10/17/2023,Part-Time,3.5,High School,Customer Support,Health insurance
713623,Ashlie Mansfield,Customer Service,Customer Service Manager,"€25086,28",Stamp 1,11/5/2023,Full-Time,3.8,Associate's,Social Media Campaigns,Paid time off
721620,Greggory Dumberrill,Operations,Operations Manager,"€32374,15",Stamp 4,3/11/2024,Contract,3.3,Master's,Customer Support,Health insurance
772031,Hermann Catlette,Marketing,Marketing Manager,"€26209,34",Stamp 4,1/21/2024,Part-Time,3.3,Associate's,Social media takeover,Employee discounts
723173,Munroe Libbey,Customer Service,Customer Support Agent,"€67335,26",Irish,4/27/2024,Temporary,2.1,High School,Social media takeover,Employee stock options
803329,Hanny Muzzall,Marketing,Bike Technician,"€47158,72",Stamp 1,7/8/2023,Temporary,2.6,Master's,Customer Support,Gym membership
806912,Lisle Tombleson,Marketing,Customer Service Manager,"€25025,46",Stamp 1,9/18/2023,Part-Time,3.5,High School,Marketing Campaigns,Health insurance
725046,Jeffie Scirman,Operations,Customer Support Agent,"€32912,17",Irish,12/30/2023,Temporary,2.6,Master's,Implemented regular maintenance schedule,Health insurance
871505,Randolph Warfield,Operations,Marketing Manager,"€45782,45",Irish,11/20/2023,Temporary,4.5,Master's,Bike Maintenance,Paid time off
812232,Garret Grealey,Marketing,Marketing Manager,"€53574,08",Stamp 1,7/28/2023,Part-Time,3.9,Associate's,Implemented regular maintenance schedule,Health insurance
828114,Roana Romney,Marketing,Bike Technician,"€53594,78",Stamp 1,6/7/2023,Temporary,2.7,Bachelor's,Bike Maintenance,Employee stock options
846221,Barnabe Copeman,Operations,Maintenance Supervisor,"€46717,70",Stamp 1,10/10/2023,Temporary,3.5,Associate's,Customer Support,Health insurance
870400,Jorrie Jeannot,Operations,Social Media Specialist,"€48470,34",Irish,9/27/2023,Temporary,4.3,Associate's,Social Media Campaigns,Paid time off
984790,Nanice Mauser,Operations,Customer Service Manager,"€49742,74",Irish,2/22/2024,Temporary,4.1,High School,Customer Support,Employee discounts
890935,Judy O'Hannay,Operations,Marketing Manager,"€43072,26",Irish,2/7/2024,Part-Time,2.9,High School,Bike Maintenance,Gym membership
884465,Gloriane Grane,Operations,Customer Service Manager,"€63419,50",Stamp 4,1/13/2024,Full-Time,4.2,High School,Marketing Campaigns,Employee stock options
946494,Emmalynne Chopy,Marketing,Bike Technician,"€36937,06",Stamp 4,12/17/2023,Contract,3.0,High School,Bike Maintenance,Flexible work hours
940124,Cy McCardle,Operations,Bike Technician,"€66403,44",Stamp 1,2/14/2024,Part-Time,2.1,Bachelor's,Customer Support,Health insurance
986745,Amy Wimpenny,Customer Service,Customer Service Manager,"€44176,17",Irish,12/13/2023,Contract,2.5,Associate's,Marketing Campaigns,Health insurance
743382,Toma Kellen,Marketing,Operations Manager,"€58859,09",Stamp 1,11/10/2023,Contract,4.3,High School,Bike Maintenance,Gym membership
987005,Sandi Fillimore,Operations,Marketing Manager,"€53293,43",Stamp 1,3/24/2024,Temporary,2.5,Associate's,Social media takeover,Gym membership
977272,Lydon Mateo,Marketing,Marketing Manager,"€42448,52",Stamp 4,8/29/2023,Part-Time,3.4,Bachelor's,Social Media Campaigns,Health insurance
870868,Jaquenette Bastide,Marketing,Social Media Specialist,"€41869,57",Irish,2/1/2024,Temporary,2.4,Master's,Bike Maintenance,Health insurance
875433,Ginni Doey,Marketing,Customer Service Manager,"€38454,16",Irish,9/19/2023,Full-Time,3.2,High School,Social media takeover,Paid time off
917966,Micki Abramamov,Marketing,Maintenance Supervisor,"€72067,61",Stamp 1,2/9/2024,Part-Time,2.7,Associate's,Implemented regular maintenance schedule,Paid time off
943194,Ardyth Hellcat,Marketing,Customer Support Agent,"€31289,20",Stamp 4,8/17/2023,Full-Time,3.9,Bachelor's,Implemented regular maintenance schedule,Paid time off
851258,Oberon Ruckert,Marketing,Bike Technician,"€63718,67",Irish,1/14/2024,Part-Time,3.4,Master's,Marketing Campaigns,Employee discounts
857607,Reginald Bier,Operations,Bike Technician,"€36804,44",Stamp 1,10/11/2023,Part-Time,4.8,High School,Bike Maintenance,Gym membership
837141,Mattie Lackinton,Marketing,Maintenance Supervisor,"€49567,09",Stamp 1,5/19/2023,Full-Time,4.4,Bachelor's,Social media takeover,Employee discounts
791030,Mead Kolak,Customer Service,Social Media Specialist,"€72225,95",Irish,10/29/2023,Part-Time,3.2,Bachelor's,Social Media Campaigns,Paid time off
700314,Venus Mewrcik,Operations,Social Media Specialist,"€49014,29",Stamp 4,10/25/2023,Part-Time,3.3,High School,Bike Maintenance,Gym membership
868496,Osgood Donnachie,Customer Service,Social Media Specialist,"€27959,64",Irish,7/12/2023,Temporary,3.2,Master's,Social Media Campaigns,Paid time off
872862,Justen Wyeth,Customer Service,Operations Manager,"€74397,50",Stamp 1,1/29/2024,Full-Time,3.1,Master's,Bike Maintenance,Paid time off
951113,Kacie Thrustle,Operations,Bike Technician,"€32363,36",Irish,3/2/2024,Part-Time,3.0,Bachelor's,Bike Maintenance,Paid time off
850412,Fairlie Easby,Customer Service,Maintenance Supervisor,"€39380,38",Stamp 1,10/11/2023,Full-Time,3.3,Bachelor's,Social media takeover,Flexible work hours
896228,Gerta Zapater,Customer Service,Operations Manager,"€47824,88",Stamp 4,2/7/2024,Contract,4.6,Master's,Social media takeover,Health insurance
937626,Talbert Vaughan-Hughes,Operations,Social Media Specialist,"€26920,62",Stamp 1,2/8/2024,Part-Time,3.5,Associate's,Customer Support,Employee stock options
875030,Jada MacDonagh,Marketing,Social Media Specialist,"€43006,25",Stamp 4,6/21/2023,Full-Time,3.7,Associate's,Bike Maintenance,Paid time off
716432,Henrietta Pell,Customer Service,Social Media Specialist,"€41449,91",Stamp 1,7/20/2023,Temporary,4.1,Master's,Social Media Campaigns,Employee discounts
858690,Oliver Clark,Marketing,Maintenance Supervisor,"€68990,40",Stamp 4,7/30/2023,Full-Time,3.3,High School,Implemented regular maintenance schedule,Gym membership
723855,Estella Hubner,Customer Service,Marketing Manager,"€56099,53",Stamp 4,12/11/2023,Contract,4.5,Associate's,Bike Maintenance,Employee stock options
976550,Alison Ubee,Customer Service,Customer Support Agent,"€47886,29",Irish,10/10/2023,Contract,4.3,Associate's,Marketing Campaigns,Employee discounts
734157,Karlens Tewkesberrie,Customer Service,Maintenance Supervisor,"€66724,84",Irish,12/29/2023,Part-Time,3.9,Associate's,Marketing Campaigns,Health insurance
802322,Chlo Fendlen,Operations,Social Media Specialist,"€66865,72",Irish,5/6/2024,Contract,3.7,High School,Bike Maintenance,Gym membership
833147,Thaxter Geake,Marketing,Customer Service Manager,"€45410,46",Stamp 4,1/23/2024,Contract,3.7,Bachelor's,Marketing Campaigns,Health insurance
707674,Darill Oglesbee,Marketing,Bike Technician,"€38436,25",Stamp 4,11/29/2023,Contract,2.7,Bachelor's,Implemented regular maintenance schedule,Paid time off
962764,Layla Galvin,Customer Service,Marketing Manager,"€38079,91",Irish,12/29/2023,Temporary,2.6,Master's,Social media takeover,Health insurance
984308,Noella Furman,Operations,Customer Service Manager,"€36884,44",Irish,8/20/2023,Part-Time,4.2,High School,Implemented regular maintenance schedule,Gym membership
891875,Lane Gogarty,Customer Service,Maintenance Supervisor,"€32723,50",Stamp 4,5/21/2023,Contract,3.2,High School,Customer Support,Employee discounts
952690,Joela Latan,Marketing,Marketing Manager,"€46944,22",Irish,11/15/2023,Part-Time,2.5,Associate's,Customer Support,Employee discounts
952782,Kylen Puttergill,Marketing,Customer Service Manager,"€56962,75",Irish,2/13/2024,Full-Time,2.6,Associate's,Social media takeover,Health insurance
909653,Bearnard Bolwell,Customer Service,Maintenance Supervisor,"€48138,21",Stamp 4,1/8/2024,Contract,4.6,High School,Customer Support,Gym membership
760459,Ciel Blinckhorne,Marketing,Social Media Specialist,"€45010,38",Stamp 4,5/6/2024,Part-Time,2.2,High School,Implemented regular maintenance schedule,Gym membership
924068,Shelba Limon,Operations,Customer Service Manager,"€30150,68",Stamp 1,11/21/2023,Contract,3.9,Associate's,Bike Maintenance,Flexible work hours
951115,Clem Robshaw,Customer Service,Social Media Specialist,"€53045,27",Stamp 4,6/1/2023,Full-Time,2.2,Master's,Customer Support,Employee stock options
793509,Conrado Chennells,Operations,Marketing Manager,"€33179,41",Irish,6/19/2023,Part-Time,3.7,Associate's,Marketing Campaigns,Health insurance
822326,Brandea Ferriby,Marketing,Maintenance Supervisor,"€34441,16",Stamp 1,2/26/2024,Contract,4.3,Associate's,Customer Support,Gym membership
895545,Albrecht Robottom,Marketing,Operations Manager,"€73696,38",Stamp 4,5/12/2023,Contract,2.5,High School,Customer Support,Employee discounts
735013,Candide Beadman,Customer Service,Marketing Manager,"€27531,57",Irish,11/9/2023,Full-Time,3.2,Master's,Social Media Campaigns,Paid time off
756214,Blinni Gino,Marketing,Social Media Specialist,"€44382,25",Irish,3/25/2024,Part-Time,4.1,High School,Bike Maintenance,Flexible work hours
938976,Giovanni Seville,Operations,Customer Support Agent,"€40013,81",Stamp 4,3/16/2024,Part-Time,2.7,Bachelor's,Marketing Campaigns,Flexible work hours
804004,Antons Coales,Marketing,Social Media Specialist,"€70201,56",Stamp 1,10/23/2023,Contract,4.4,Bachelor's,Marketing Campaigns,Flexible work hours
978888,Quintilla Sherreard,Marketing,Customer Support Agent,"€39124,74",Stamp 1,10/20/2023,Contract,2.9,Bachelor's,Customer Support,Health insurance
834456,Courtnay Ickov,Operations,Bike Technician,"€43846,40",Irish,4/14/2024,Part-Time,2.7,High School,Implemented regular maintenance schedule,Health insurance
929131,Kinnie Harrod,Marketing,Social Media Specialist,"€68856,42",Irish,6/8/2023,Temporary,3.5,Master's,Bike Maintenance,Employee discounts
984562,Laird Hulcoop,Customer Service,Marketing Manager,"€63925,91",Irish,10/21/2023,Temporary,3.5,Associate's,Bike Maintenance,Paid time off
750142,Jacqui Wainman,Operations,Customer Service Manager,"€40023,18",Irish,10/19/2023,Temporary,3.0,High School,Social media takeover,Employee discounts
722786,Aridatha Dooney,Operations,Customer Service Manager,"€68096,45",Stamp 4,6/27/2023,Part-Time,4.2,Bachelor's,Customer Support,Paid time off
861063,Bernadine Plumtree,Customer Service,Social Media Specialist,"€67074,57",Stamp 4,6/21/2023,Contract,2.1,Associate's,Social media takeover,Employee stock options
810172,Juli Chaves,Customer Service,Customer Service Manager,"€55000,91",Stamp 1,6/5/2023,Contract,4.6,Bachelor's,Bike Maintenance,Gym membership
848027,Kassia Vettore,Customer Service,Marketing Manager,"€30895,39",Stamp 4,4/12/2024,Full-Time,2.9,Master's,Social media takeover,Flexible work hours
887927,Brenda Sterke,Customer Service,Operations Manager,"€52290,97",Stamp 4,10/26/2023,Contract,2.5,Bachelor's,Marketing Campaigns,Flexible work hours
982763,Tate Wartonby,Marketing,Marketing Manager,"€66297,97",Stamp 4,1/23/2024,Contract,3.9,High School,Bike Maintenance,Gym membership
723432,Donalt Ferschke,Operations,Customer Service Manager,"€60059,66",Irish,4/2/2024,Contract,4.5,High School,Social media takeover,Flexible work hours
966547,Dalis Froud,Operations,Customer Support Agent,"€35681,08",Stamp 1,3/14/2024,Contract,2.3,Associate's,Social Media Campaigns,Flexible work hours
762319,Erek Prahm,Operations,Maintenance Supervisor,"€40599,47",Irish,1/22/2024,Full-Time,3.2,Bachelor's,Social media takeover,Employee discounts
928193,Maxy Snyder,Customer Service,Marketing Manager,"€55444,95",Stamp 1,9/29/2023,Part-Time,3.2,Associate's,Customer Support,Flexible work hours
797592,Flossie Suermeiers,Marketing,Customer Service Manager,"€68063,29",Stamp 4,9/27/2023,Full-Time,2.5,Bachelor's,Implemented regular maintenance schedule,Employee stock options
901016,Miquela Tours,Operations,Operations Manager,"€31647,33",Irish,10/9/2023,Temporary,2.7,High School,Marketing Campaigns,Health insurance
704749,Elva Leschelle,Marketing,Bike Technician,"€65022,67",Irish,9/3/2023,Contract,2.8,High School,Social Media Campaigns,Employee stock options
734591,Niels Ogilvy,Customer Service,Bike Technician,"€26884,05",Irish,12/22/2023,Full-Time,4.7,Bachelor's,Implemented regular maintenance schedule,Health insurance
975507,Ingra Yeldon,Customer Service,Social Media Specialist,"€49737,94",Stamp 4,1/7/2024,Temporary,4.4,High School,Implemented regular maintenance schedule,Employee stock options
730851,Cosimo Grigolli,Customer Service,Bike Technician,"€27906,83",Stamp 1,6/23/2023,Contract,2.0,Bachelor's,Implemented regular maintenance schedule,Paid time off
887444,Veronica Andreou,Operations,Marketing Manager,"€39046,25",Irish,10/18/2023,Temporary,4.7,Associate's,Bike Maintenance,Health insurance
807243,Vinnie Jurca,Customer Service,Operations Manager,"€54629,83",Stamp 4,11/7/2023,Temporary,3.9,Bachelor's,Social media takeover,Paid time off
763828,Alfred Gentle,Marketing,Customer Support Agent,"€25160,92",Stamp 4,3/22/2024,Full-Time,2.5,Associate's,Marketing Campaigns,Gym membership
767872,Harri Emberton,Operations,Bike Technician,"€40221,39",Irish,12/3/2023,Part-Time,4.7,High School,Marketing Campaigns,Employee stock options
885498,Em Berens,Marketing,Operations Manager,"€46836,60",Stamp 4,5/22/2023,Full-Time,4.4,Bachelor's,Social media takeover,Flexible work hours
777574,Maddie Tindley,Operations,Maintenance Supervisor,"€55633,87",Irish,2/2/2024,Contract,3.8,High School,Social media takeover,Employee discounts
718389,Gustaf Bull,Operations,Operations Manager,"€51792,28",Irish,10/30/2023,Part-Time,2.6,Bachelor's,Social media takeover,Health insurance
862955,Calvin MacPeake,Marketing,Customer Service Manager,"€34477,74",Stamp 1,3/5/2024,Contract,3.2,Bachelor's,Implemented regular maintenance schedule,Health insurance
832611,Silvano Turner,Marketing,Customer Support Agent,"€64512,60",Irish,1/20/2024,Temporary,4.5,High School,Bike Maintenance,Paid time off
803248,Sheila-kathryn Cocke,Marketing,Maintenance Supervisor,"€43269,54",Irish,2/9/2024,Contract,4.0,High School,Bike Maintenance,Flexible work hours
732806,Patrice Ierland,Customer Service,Social Media Specialist,"€68838,22",Stamp 4,5/15/2023,Part-Time,3.7,Associate's,Implemented regular maintenance schedule,Flexible work hours
856895,Borden Digges,Customer Service,Customer Service Manager,"€70163,63",Stamp 1,2/7/2024,Full-Time,3.2,Bachelor's,Bike Maintenance,Paid time off
882674,Christopher Dunstone,Operations,Bike Technician,"€72173,05",Irish,7/15/2023,Temporary,3.3,Bachelor's,Implemented regular maintenance schedule,Health insurance
956335,Ives Mangenot,Operations,Customer Service Manager,"€36149,52",Irish,10/19/2023,Contract,3.9,Bachelor's,Social Media Campaigns,Paid time off
833575,Rafaello Connal,Marketing,Operations Manager,"€66612,36",Stamp 1,5/23/2023,Temporary,4.6,Master's,Implemented regular maintenance schedule,Health insurance
751414,Lind Saxby,Customer Service,Marketing Manager,"€31290,19",Stamp 1,10/13/2023,Part-Time,4.6,Associate's,Social media takeover,Employee stock options
729326,Dulcinea Mold,Operations,Social Media Specialist,"€60808,00",Stamp 1,3/24/2024,Temporary,3.9,High School,Social media takeover,Gym membership
774493,Jarret Roddick,Marketing,Social Media Specialist,"€30577,43",Irish,7/9/2023,Contract,3.0,Master's,Marketing Campaigns,Paid time off
786511,Clevey Valdes,Operations,Operations Manager,"€33840,01",Irish,11/20/2023,Temporary,2.1,Associate's,Bike Maintenance,Health insurance
953984,Gwyneth Wickens,Customer Service,Marketing Manager,"€27427,78",Stamp 1,8/20/2023,Temporary,4.4,Associate's,Social media takeover,Flexible work hours
921763,Libbi Esparza,Marketing,Marketing Manager,"€43957,94",Stamp 1,12/25/2023,Full-Time,3.6,Master's,Customer Support,Paid time off
791675,Darryl Painter,Operations,Social Media Specialist,"€71305,19",Irish,7/12/2023,Temporary,3.3,High School,Bike Maintenance,Health insurance
898006,Ethelyn Armand,Customer Service,Customer Service Manager,"€36543,93",Stamp 4,11/15/2023,Temporary,2.3,Associate's,Customer Support,Employee discounts
933278,Nolie Fullard,Operations,Customer Support Agent,"€52933,34",Irish,9/11/2023,Temporary,3.8,High School,Customer Support,Gym membership
927067,Kurt Feben,Customer Service,Customer Service Manager,"€27670,90",Stamp 1,4/6/2024,Part-Time,3.1,High School,Social Media Campaigns,Paid time off
731955,Denys Jezzard,Operations,Social Media Specialist,"€39758,18",Irish,5/2/2024,Contract,2.6,Associate's,Customer Support,Gym membership
843355,Cristi Coomes,Marketing,Operations Manager,"€64728,90",Stamp 4,1/23/2024,Temporary,2.1,High School,Marketing Campaigns,Employee discounts
784866,Will Mallya,Marketing,Social Media Specialist,"€36929,05",Irish,6/15/2023,Contract,2.9,Associate's,Social media takeover,Employee discounts
843125,Winnie Throughton,Customer Service,Maintenance Supervisor,"€59731,76",Stamp 4,1/25/2024,Full-Time,4.7,Associate's,Marketing Campaigns,Health insurance
833836,Wood Palfrie,Operations,Operations Manager,"€66834,11",Irish,6/16/2023,Temporary,4.0,High School,Social Media Campaigns,Health insurance
950769,Marijo Currey,Customer Service,Maintenance Supervisor,"€51191,09",Stamp 1,4/19/2024,Temporary,3.4,Bachelor's,Bike Maintenance,Health insurance
846896,Kaleb Breit,Marketing,Social Media Specialist,"€52114,49",Stamp 4,5/12/2023,Contract,3.8,Bachelor's,Social media takeover,Employee stock options
912994,Carmita Condy,Marketing,Customer Support Agent,"€68767,19",Stamp 4,7/25/2023,Contract,2.2,Bachelor's,Bike Maintenance,Paid time off
927093,Melody Tipple,Customer Service,Marketing Manager,"€33878,00",Stamp 4,4/18/2024,Full-Time,4.1,High School,Bike Maintenance,Gym membership
874242,Orlando Joskovitch,Operations,Maintenance Supervisor,"€57129,60",Stamp 1,6/11/2023,Part-Time,3.3,Associate's,Marketing Campaigns,Health insurance
754490,Boyce Lobell,Customer Service,Bike Technician,"€45178,61",Stamp 1,5/13/2023,Temporary,3.3,Associate's,Marketing Campaigns,Flexible work hours
935855,Hailey Petchell,Customer Service,Customer Support Agent,"€66437,08",Stamp 1,6/29/2023,Temporary,2.5,Master's,Marketing Campaigns,Paid time off
800704,Jacquelyn Brabben,Customer Service,Operations Manager,"€51734,82",Stamp 1,4/14/2024,Temporary,4.7,High School,Implemented regular maintenance schedule,Flexible work hours
741813,Nanci McGaugie,Operations,Customer Support Agent,"€28368,14",Irish,11/28/2023,Contract,4.2,Associate's,Social media takeover,Health insurance
954444,Elysia Dewdney,Operations,Operations Manager,"€31523,62",Stamp 1,5/18/2023,Part-Time,3.1,Bachelor's,Customer Support,Health insurance
738754,Neda Halpeine,Customer Service,Marketing Manager,"€66341,85",Stamp 1,7/23/2023,Full-Time,4.2,Bachelor's,Marketing Campaigns,Employee discounts
930886,Valma Goady,Customer Service,Customer Service Manager,"€73568,64",Stamp 1,7/21/2023,Part-Time,4.5,Bachelor's,Social media takeover,Gym membership
781457,Doug Drew,Marketing,Social Media Specialist,"€28035,39",Stamp 4,12/30/2023,Full-Time,4.3,Associate's,Customer Support,Flexible work hours
810082,Peter Bleasby,Marketing,Customer Support Agent,"€49024,40",Stamp 1,4/30/2024,Contract,4.4,Master's,Bike Maintenance,Flexible work hours
797926,Paddy Rosewall,Operations,Customer Service Manager,"€30987,84",Stamp 1,8/7/2023,Full-Time,3.0,Bachelor's,Implemented regular maintenance schedule,Health insurance
806123,Eloisa Feedham,Marketing,Customer Support Agent,"€62405,05",Stamp 1,6/3/2023,Temporary,4.1,Associate's,Bike Maintenance,Health insurance
753295,Wilbert Theriot,Operations,Maintenance Supervisor,"€33972,65",Irish,5/28/2023,Contract,4.3,Associate's,Social media takeover,Health insurance
807400,Lacy Andrea,Operations,Maintenance Supervisor,"€29263,12",Stamp 1,3/4/2024,Part-Time,4.5,Master's,Bike Maintenance,Flexible work hours
704410,Durward Harries,Customer Service,Customer Support Agent,"€35581,65",Irish,7/20/2023,Contract,2.1,Bachelor's,Customer Support,Gym membership
904370,Ode Phalp,Marketing,Maintenance Supervisor,"€66030,19",Irish,9/22/2023,Part-Time,2.3,Master's,Customer Support,Gym membership
761464,Carlota Seldon,Customer Service,Marketing Manager,"€29440,35",Irish,11/25/2023,Part-Time,3.5,Associate's,Marketing Campaigns,Employee stock options
900253,Gerick Hayley,Customer Service,Customer Service Manager,"€29587,02",Irish,4/27/2024,Temporary,2.7,High School,Marketing Campaigns,Employee stock options
708797,Berti O'Mara,Customer Service,Operations Manager,"€44217,89",Irish,4/27/2024,Full-Time,4.3,Bachelor's,Customer Support,Gym membership
757710,Laird Scalia,Marketing,Customer Support Agent,"€33191,01",Stamp 4,12/13/2023,Temporary,4.1,Master's,Social media takeover,Gym membership
908973,Conrad Havvock,Marketing,Customer Support Agent,"€51854,74",Irish,7/29/2023,Part-Time,4.4,Associate's,Bike Maintenance,Paid time off
772857,Zacharie Backen,Operations,Social Media Specialist,"€74535,05",Stamp 4,6/22/2023,Temporary,3.9,High School,Implemented regular maintenance schedule,Gym membership
707978,Geoff Tibbetts,Operations,Maintenance Supervisor,"€45745,94",Stamp 1,9/30/2023,Temporary,4.3,Bachelor's,Marketing Campaigns,Gym membership
804679,Cari Yandle,Customer Service,Bike Technician,"€26934,48",Stamp 1,5/20/2023,Contract,4.3,Master's,Social Media Campaigns,Health insurance
716828,Bunnie Gildersleaves,Operations,Maintenance Supervisor,"€46177,71",Irish,5/18/2023,Full-Time,4.8,Bachelor's,Social Media Campaigns,Gym membership
935193,Wilden Caulket,Marketing,Marketing Manager,"€60751,86",Irish,6/11/2023,Full-Time,3.8,High School,Social Media Campaigns,Health insurance
919881,Zaria Eastham,Customer Service,Bike Technician,"€53886,86",Stamp 4,3/22/2024,Temporary,2.8,Bachelor's,Social media takeover,Employee stock options
757139,Kitti Hannon,Operations,Maintenance Supervisor,"€61033,60",Stamp 4,1/30/2024,Full-Time,3.4,Associate's,Implemented regular maintenance schedule,Gym membership
887676,Nerta Limpenny,Marketing,Bike Technician,"€52789,27",Irish,1/2/2024,Part-Time,3.4,High School,Customer Support,Flexible work hours
725959,Kendre Kenwood,Customer Service,Customer Support Agent,"€30218,85",Stamp 1,12/27/2023,Contract,2.9,Bachelor's,Customer Support,Employee discounts
735220,Jania Riceards,Operations,Customer Service Manager,"€63839,28",Stamp 4,1/16/2024,Full-Time,4.7,Bachelor's,Marketing Campaigns,Gym membership
805758,Abelard Warbrick,Operations,Customer Support Agent,"€41615,27",Stamp 4,2/4/2024,Contract,2.6,Master's,Social Media Campaigns,Employee stock options
713423,Meryl Cornthwaite,Operations,Bike Technician,"€41614,26",Irish,10/1/2023,Part-Time,2.2,Bachelor's,Implemented regular maintenance schedule,Paid time off
806221,Marcello Totterdell,Customer Service,Operations Manager,"€50530,27",Irish,2/20/2024,Part-Time,2.3,High School,Social media takeover,Employee discounts
